Org.;C.Gestor;Pro.;Eco.;Descripción;Créditos Iniciales;Modificaciones de Crédito;Créditos Totales consignados;Saldo de Créditos Retenidos pdtes de utilización;Saldo de Créditos Retenidos para Trans.;Saldo de Acuerd. Créd. para No Disponibil.;Saldo de Gastos Autorizados;Saldo de Gastos Compromet.;Saldo de Obligaciones Reconocidas;Saldo de Pagos Ordenados;Pagos Realizados;Total gastado;Saldo de Créditos disponibles;Saldo de Créditos disp. a nivel de Vinculación;% de Realizacion del Presupuesto;Facturas consumen disp. Pend. Contabilizar;Saldo de Crédito Disponible Real;Gasto Pendiente Aplicar a Presupuesto;Gastado en Fase Definitiva;Capítulo
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;15000;Productividad-Consv diseñ jard. urbanis  y periurbanos;19.731,12;-308,40;19.422,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.370,14;8.370,14;11.052,58;12.419.978,24;43,09%;0,00;11.052,58;0,00;8.370,14;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;15100;Gratificaciones-Consv diseñ jard. urbanis  y periurbanos;32.096,70;-6.174,13;25.922,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37.525,04;37.525,04;-11.602,47;12.419.978,24;144,76%;0,00;-11.602,47;0,00;37.525,04;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;16000;Seguridad Social-Consv diseñ jard. urbanis  y periurbanos;310.563,38;-23.614,81;286.948,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141.990,95;141.990,95;144.957,62;12.419.978,24;49,48%;0,00;144.957,62;0,00;141.990,95;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;16204;Acción Social-Consv diseñ jard. urbanis  y periurbanos;95.004,00;-12.338,52;82.665,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38.288,05;38.288,05;44.377,43;12.419.978,24;46,32%;0,00;44.377,43;0,00;38.288,05;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;20300;Arrend. maq. inst. utilla.-Consv diseñ jard. urbanis periurb;25.000,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00;4.123,68;0,00;8.247,36;12.371,04;12.628,96;78.777,94;49,48%;0,00;12.628,96;0,00;12.371,04;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;21200;Rep. mant. consv. edif. otras const.-Consv diseñ jard. urban;2.070,00;0,00;2.070,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00;1.070,00;78.777,94;0,00%;0,00;1.070,00;0,00;1.000,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;21300;Rep. mant. consv. maq. inst. y utill.-Consv diseñ jard. urba;12.200,00;0,00;12.200,00;4.000,00;0,00;0,00;0,00;7.360,88;3.526,07;0,00;0,00;14.886,95;-2.686,95;78.777,94;28,90%;0,00;-2.686,95;0,00;14.886,95;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;21400;Rep. mant. consv. material transp.-Consv diseñ jard. urbanis;3.240,00;0,00;3.240,00;1.333,00;0,00;0,00;0,00;0,00;492,74;0,00;607,61;2.433,35;806,65;78.777,94;33,96%;0,00;806,65;0,00;2.433,35;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;22103;Suministro comb. y carburante-Consv diseñ jard. urbanis peri;5.600,00;0,00;5.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.600,00;78.777,94;0,00%;0,00;5.600,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;22104;Suministro vestuario-Consv diseñ jard. urbanis periurb;3.600,00;0,00;3.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.600,00;78.777,94;0,00%;0,00;3.600,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;22111;Suministros de repuestos de maquinaria, utillaje-Cons.jardin;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.438,00;0,00;4.561,15;8.999,15;-8.999,15;78.777,94; ;0,00;-8.999,15;0,00;8.999,15;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;22199;Otros suministros-Consv diseñ jard. urbanis periurb;16.325,00;0,00;16.325,00;16.911,15;0,00;0,00;0,00;3.028,39;0,00;0,00;900,24;20.839,78;-4.514,78;78.777,94;5,51%;0,00;-4.514,78;990,01;21.829,79;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17110;22714;Mant. parq. jardines públicos-Consv diseñ jard. urbanis  y p;3.535.000,00;0,00;3.535.000,00;0,00;0,00;0,00;313.271,72;2.043.346,38;0,00;0,00;1.019.246,28;3.375.864,38;159.135,62;78.777,94;28,83%;0,00;159.135,62;395.156,91;3.771.021,29;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12000;Sueldos del Grupo A1- Protección y mejora medio ambiente;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.744,92;7.744,92;-7.744,92;12.419.978,24; ;0,00;-7.744,92;0,00;7.744,92;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12003;Sueldos del Grupo C1-Proteccion y mejora del medio ambiente;11.789,04;1.524,90;13.313,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.317,64;9.317,64;3.996,30;12.419.978,24;69,98%;0,00;3.996,30;0,00;9.317,64;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12005;Sueldos del Grupo E-Proteccion y mejora del Medio Ambiente;8.757,82;503,65;9.261,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.440,94;5.440,94;3.820,53;12.419.978,24;58,75%;0,00;3.820,53;0,00;5.440,94;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12006;Trienios pers. funcionario-Protec. y mejora M. Ambiente;6.339,12;1.853,97;8.193,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.302,64;6.302,64;1.890,45;12.419.978,24;76,93%;0,00;1.890,45;0,00;6.302,64;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12100;Complem. destino pers. funcion.-Protec. y mejora M. Ambiente;9.975,00;16.782,71;26.757,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.925,64;9.925,64;16.832,07;12.419.978,24;37,09%;0,00;16.832,07;0,00;9.925,64;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12101;Complem. específico pers. func.-Protec. y mejora M. Ambiente;25.349,52;27.125,91;52.475,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.638,37;24.638,37;27.837,06;12.419.978,24;46,95%;0,00;27.837,06;0,00;24.638,37;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;12103;Otros complementos- Protección y mejora del medio ambiente;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;677,34;677,34;-677,34;12.419.978,24; ;0,00;-677,34;0,00;677,34;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;13000;Retrib. básicas pers. lab. fijo-Protec. y mejora M. Ambiente;22.608,80;1.175,57;23.784,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.779,60;13.779,60;10.004,77;12.419.978,24;57,94%;0,00;10.004,77;0,00;13.779,60;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;13002;Otras remuner. pers. lab. fijo-Protec. y mejora M. Ambiente;24.454,36;1.565,57;26.019,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.988,98;15.988,98;10.030,95;12.419.978,24;61,45%;0,00;10.030,95;0,00;15.988,98;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;13101;Indefinido no fijo de plantilla-Protec. y mejora M. Ambiente;420.863,48;25.124,60;445.988,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;248.683,91;248.683,91;197.304,17;12.419.978,24;55,76%;0,00;197.304,17;0,00;248.683,91;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;15000;Productividades-Protec. y mejora M. Ambiente;24.658,08;0,00;24.658,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.594,01;7.594,01;17.064,07;12.419.978,24;30,80%;0,00;17.064,07;0,00;7.594,01;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;15100;Gratificaciones-Protec. y mejora M. Ambiente;32.548,56;1.004,98;33.553,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27.107,99;27.107,99;6.445,55;12.419.978,24;80,79%;0,00;6.445,55;0,00;27.107,99;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;16000;Seguridad Social-Protec. y mejora M. Ambiente;197.593,45;20.548,72;218.142,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113.485,42;113.485,42;104.656,75;12.419.978,24;52,02%;0,00;104.656,75;0,00;113.485,42;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;16204;Acción Social-Protec. y mejora M. Ambiente;71.301,00;0,00;71.301,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35.400,32;35.400,32;35.900,68;12.419.978,24;49,65%;0,00;35.900,68;0,00;35.400,32;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;20600;Arrendamientos de equipos para procesos de información-Prote;1.841,96;0,00;1.841,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.841,96;78.777,94;0,00%;0,00;1.841,96;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21200;Rep. mant. conserv. edf. y otras const.-Protc. Mejora M. Amb;1.600,00;0,00;1.600,00;666,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;666,00;934,00;78.777,94;0,00%;0,00;934,00;0,00;666,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21206;Rep. mant. conserv. asc. elev. y montac.-Protc. Mejora M. Am;2.100,00;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.100,00;78.777,94;0,00%;0,00;2.100,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21207;Mantenimiento extintores-Protc. Mejora M. Amb.;1.200,00;0,00;1.200,00;0,00;0,00;0,00;0,00;1,24;0,00;0,00;713,34;714,58;485,42;78.777,94;59,45%;0,00;485,42;0,00;714,58;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21208;Mantenimiento alarmas-Protc. Mejora M. Amb;1.200,00;0,00;1.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.200,00;78.777,94;0,00%;0,00;1.200,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21300;Rep. mant. conserv. maq. inst. y utill.-Protc. Mejora M. Amb;129,00;0,00;129,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;129,00;78.777,94;0,00%;0,00;129,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21400;Rep. mant. conserv. mat. de transp.-Protc. Mejora M. Amb;1.105,00;0,00;1.105,00;666,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;666,00;439,00;78.777,94;0,00%;0,00;439,00;0,00;666,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;21600;Rep. mant. consv. equp. proc. inform.-Protc. Mejora M. Amb.;3.150,00;3.839,16;6.989,16;5.172,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.172,16;1.817,00;78.777,94;0,00%;668,58;1.148,42;3.839,16;9.011,32;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22000;Ordinario no inventariable-Protc. Mejora M. Amb.;1.000,00;0,00;1.000,00;533,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;533,00;467,00;78.777,94;0,00%;0,00;467,00;0,00;533,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22001;Prensa revistas libros y otras oublic.-Protc. Mejora M. Amb.;367,00;0,00;367,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;167,00;78.777,94;0,00%;0,00;167,00;0,00;200,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22003;Ordinario no invent. para almacen-Protc. Mejora M. Amb.;1.298,94;0,00;1.298,94;400,00;0,00;0,00;0,00;405,48;0,00;0,00;293,46;1.098,94;200,00;78.777,94;22,59%;0,00;200,00;0,00;1.098,94;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22103;Sumt. combust. y carburante-Protc. Mejora M. Amb.;16.086,93;3.495,83;19.582,76;3.495,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.495,83;16.086,93;78.777,94;0,00%;0,00;16.086,93;3.495,83;6.991,66;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22104;Suministro vestuario-Protc. Mejora M. Amb.;2.400,00;0,00;2.400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.400,00;78.777,94;0,00%;0,00;2.400,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22110;Productos limpieza y aseo-Protc. Mejora M. Amb.;65,00;0,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,00;78.777,94;0,00%;0,00;65,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22199;Otros muministros-Protc. Mejora M. Amb.;1.600,00;0,00;1.600,00;666,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;666,00;934,00;78.777,94;0,00%;0,00;934,00;0,00;666,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22201;Postales-Protc. Mejora M. Amb.;480,00;0,00;480,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;400,00;80,00;78.777,94;0,00%;0,00;80,00;0,00;400,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;22706;Estudios y trabajos técnicos-Protc. Mejora M. Amb.;10.800,00;0,00;10.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.800,00;78.777,94;0,00%;0,00;10.800,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17210;62400;Adquisición de elementos de transporte-Protección y mejora d;12.000,00;0,00;12.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.000,00;12.000,00;0,00%;0,00;12.000,00;0,00;0,00;6
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;13000;Retrib. básicas pers. lab. fijo-Otras. actuac. M. Amb.-Educ.;19.204,88;946,49;20.151,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.153,64;12.153,64;7.997,73;12.419.978,24;60,31%;0,00;7.997,73;0,00;12.153,64;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;13002;Otras. remun. pers. lab. fijo-Otras. actuac. M. Amb.-Educ.;20.257,92;970,37;21.228,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.311,29;13.311,29;7.917,00;12.419.978,24;62,71%;0,00;7.917,00;0,00;13.311,29;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;13101;Indefinidos no fijos plantilla-Otras. actuac. M. Amb.-Educ.;20.708,80;1.269,56;21.978,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28.683,76;28.683,76;-6.705,40;12.419.978,24;130,51%;0,00;-6.705,40;0,00;28.683,76;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;16000;Seguridad Social-Otras. actuac. M. Amb.-Educ.;18.897,26;669,25;19.566,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.073,51;14.073,51;5.493,00;12.419.978,24;71,93%;0,00;5.493,00;0,00;14.073,51;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;16204;Acción social-Otras actuac.relacionadas con medio ambiente-E;2.819,28;0,00;2.819,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.288,70;2.288,70;530,58;12.419.978,24;81,18%;0,00;530,58;0,00;2.288,70;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;20400;Arrendamientos de material de transporte-Otras actuac. M. Am;1.500,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.500,00;78.777,94;0,00%;0,00;1.500,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;22199;Otros suministros-Proyect. Educacion Ambiental;1.000,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00;78.777,94;0,00%;0,00;1.000,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;22300;Transportes de mercancias- Otras actuac.Medio Ambiente;0,00;0,00;0,00;1.200,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.200,03;-1.200,03;78.777,94; ;0,00;-1.200,03;0,00;1.200,03;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;22612;Actividades culturales-Otras actuaciones M.A. Educac.;2.300,00;0,00;2.300,00;0,00;0,00;0,00;0,00;484,00;1.597,20;0,00;0,00;2.081,20;218,80;78.777,94;69,44%;0,00;218,80;0,00;2.081,20;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;22672;Ecomercado-Otras actuac.relacionada con medio ambiente. Educ;5.000,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.000,00;78.777,94;0,00%;0,00;5.000,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;22706;Audivisual Tollos(CATV Cuervo)-Proyec. Educac. Ambiental;15.360,00;0,00;15.360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.360,00;78.777,94;0,00%;0,00;15.360,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17211;63200;Inversión reposición edificios y otras construc-M.Ambiente;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.000,00; ;0,00;0,00;0,00;0,00;6
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;12004;Sueldos del Grupo C2. Otras actuaciones relacionadas con el;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.022,14;6.022,14;-6.022,14;12.419.978,24; ;0,00;-6.022,14;0,00;6.022,14;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;12006;Trienios Otras actuaciones relacionadas con el;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.320,28;1.320,28;-1.320,28;12.419.978,24; ;0,00;-1.320,28;0,00;1.320,28;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;12100;Complemento de destino Otras actuaciones relacionadas con el;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.905,45;2.905,45;-2.905,45;12.419.978,24; ;0,00;-2.905,45;0,00;2.905,45;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;12101;Complemento específico. Otras actuaciones relacionadas con e;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.494,70;10.494,70;-10.494,70;12.419.978,24; ;0,00;-10.494,70;0,00;10.494,70;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;12103;Otros complementos- Otras actuaciones relacionadas m.ambient;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;154,21;154,21;-154,21;12.419.978,24; ;0,00;-154,21;0,00;154,21;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;13101;Indef. no fijos de plantilla-Otras actuaciones M. Amb.-P;88.125,32;5.847,14;93.972,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54.945,35;54.945,35;39.027,11;12.419.978,24;58,47%;0,00;39.027,11;0,00;54.945,35;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;15100;Gratificaciones. Otras actuaciones relacionadas con el;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;247,59;247,59;-247,59;12.419.978,24; ;0,00;-247,59;0,00;247,59;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;16000;Seguridad Social-Otras actuaciones M. Amb.-P;26.437,59;31.486,56;57.924,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.531,04;18.531,04;39.393,11;12.419.978,24;31,99%;0,00;39.393,11;0,00;18.531,04;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17212;22706;Estudios y trabajos técnicos-Gestion Medio Ambiental;5.000,00;0,00;5.000,00;0,00;0,00;0,00;0,00;4.834,00;0,00;0,00;0,00;4.834,00;166,00;78.777,94;0,00%;0,00;166,00;0,00;4.834,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;13101;Indefinidos no fijos en plantilla-Servicio Tecnico Mpal;105.402,64;5.769,53;111.172,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66.685,99;66.685,99;44.486,18;12.419.978,24;59,98%;0,00;44.486,18;0,00;66.685,99;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;15100;Gratificaciones. Laguna de Torrox;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.328,00;5.328,00;-5.328,00;12.419.978,24; ;0,00;-5.328,00;0,00;5.328,00;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;16000;Seguridad Social-Servicio Tecnico Mpal;33.769,24;1.235,18;35.004,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.667,03;18.667,03;16.337,39;12.419.978,24;53,33%;0,00;16.337,39;0,00;18.667,03;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;16204;Acción social-Servicio Tecnico Mpal;7.161,48;0,00;7.161,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.899,76;3.899,76;3.261,72;12.419.978,24;54,45%;0,00;3.261,72;0,00;3.899,76;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;22101;Suministro agua - Laguna de Torrox;25.000,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.000,00;78.777,94;0,00%;19.228,50;5.771,50;44.422,20;44.422,20;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;17910;63100;Terrenos y bienes naturales- Laguna de Torrox;0,00;100.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;12.000,00;0,00%;0,00;100.000,00;0,00;0,00;6
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;12005;Sueldos Grupo E Pers.Func-Protec.Salud Pub.Profil.Vectorial;8.711,94;-8.711,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.611.250,10; ;0,00;0,00;0,00;0,00;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;12006;Trienios Pers.Funcionario-Protec.Salud Pub.Profil.Vectorial;1.815,00;-1.815,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.611.250,10; ;0,00;0,00;0,00;0,00;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;12100;Complento Destino Pers.Func.Protec.Salud Pub.Profil.Vectoria;3.458,64;-3.458,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.611.250,10; ;0,00;0,00;0,00;0,00;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;12101;Complemento Espec. Pers.Funcio.-Protec.Salud Pub.Profil.Vect;6.783,70;-6.783,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.611.250,10; ;0,00;0,00;0,00;0,00;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;13101;Indefinido no Fijos Plantilla-Protec.Salud Pub.Profil.Vector;86.960,98;-19.849,55;67.111,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.419,42;40.419,42;26.692,01;5.611.250,10;60,23%;0,00;26.692,01;0,00;40.419,42;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;15100;Gratificaciones-Protec.Salud Pub.Profil.Vectorial;9.061,80;-6.286,09;2.775,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.372,93;6.372,93;-3.597,22;5.611.250,10;229,60%;0,00;-3.597,22;0,00;6.372,93;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;16000;Seguridad Social-Protec.Salud Pub.Profil.Vectorial;40.343,15;-17.018,46;23.324,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.332,14;13.332,14;9.992,55;5.611.250,10;57,16%;0,00;9.992,55;0,00;13.332,14;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;16204;Acción Social-Protec.Salud Pub.Profil.Vectorial;17.685,12;-8.842,56;8.842,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.158,16;5.158,16;3.684,40;5.611.250,10;58,33%;0,00;3.684,40;0,00;5.158,16;1
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;21300;Rep.,manten.y conserv. maquinaria, instalac. y ut-Protec sal;127,50;0,00;127,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;127,50;165.390,64;0,00%;0,00;127,50;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22103;Suministro de Combustibles y Carburantes-Protec.Salud Pub.Pr;1.600,00;0,00;1.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.600,00;165.390,64;0,00%;0,00;1.600,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22104;Suministro de Vestuario-Protec.Salud Pub.Profil.Vectorial;720,00;0,00;720,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;720,00;165.390,64;0,00%;0,00;720,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22106;Productos farmacéuticos y material sanitario-Profilaxis vect;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;165.390,64; ;0,00;0,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22110;Productos de Limpieza y Aseo-Protec.Salud Pub.Profil.Vectori;51,00;0,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;51,00;165.390,64;0,00%;0,00;51,00;0,00;0,00;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22113;Manutención de Animales-Protec.Salud Pub.Profil.Vectorial;6.300,00;0,00;6.300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;579,70;579,70;5.720,30;165.390,64;9,20%;0,00;5.720,30;0,00;579,70;2
09;MC-MC - MEDIO AMBIENTE Y SOSTENIB;31110;22199;Otros Suministros-Protec.Salud Pub.Profil.Vectorial;2.550,00;0,00;2.550,00;1.333,00;0,00;0,00;0,00;0,00;0,00;0,00;4.301,55;5.634,55;-3.084,55;165.390,64;168,69%;0,00;-3.084,55;715,75;6.350,30;2
